施設名,住所,延床面積,建築年度,用途,管理者,出典ファイル,用途地域リンク
鞍作公園,大阪市平野区加美南1-11,19.20,2000,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.571198&mpy=34.622917&gprj=3
喜連西中央公園,大阪市平野区喜連西2-1,18.24,2000,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.541443&mpy=34.614216&gprj=3
長吉出戸公園,大阪市平野区長吉出戸1-11,225.51,1999,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.56456&mpy=34.614185&gprj=3
長吉東部中央公園,大阪市平野区長吉長原東2-6,19.20,1996,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.577438&mpy=34.602314&gprj=3
平野公園,大阪市平野区平野東2-11,70.01,1982,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.559189&mpy=34.622501&gprj=3
平野西公園,大阪市平野区平野西3-5,21.12,2009,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.545914&mpy=34.619289&gprj=3
川辺大和川公園,大阪市平野区長吉長原西4-5,21.12,2007,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.567078&mpy=34.597363&gprj=3
六反さくら公園,大阪市平野区長吉六反1-8,22.44,2015,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.579941&mpy=34.609989&gprj=3
もと長吉車庫,大阪市平野区長吉長原東3-10-18,"4,763.46",1965,もと施設,契約管財局 管財部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.578903&mpy=34.599743&gprj=3
もと喜連老人憩の家,大阪市平野区喜連6-7-44,103.48,1975,もと施設,福祉局 高齢者施策部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.557541&mpy=34.613136&gprj=3
もと平野児童館,大阪市平野区喜連6-7-44,183.12,1975,もと施設,こども青少年局 幼保施策部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.557541&mpy=34.613136&gprj=3
もと加美ユースセンター,大阪市平野区加美鞍作1-2-31,317.91,1968,もと施設,こども青少年局 企画部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.56427&mpy=34.626263&gprj=3
もと瓜破幼稚園,大阪市平野区瓜破5-3-34,624.32,1981,もと施設,こども青少年局 企画部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.552826&mpy=34.601807&gprj=3
もと瓜破霊園,大阪市平野区瓜破東4-4-164,26.50,1975,もと施設,無償貸付 環境局 総務部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.559128&mpy=34.604691&gprj=3
リフレうりわり,大阪市平野区瓜破南1-4-35,"3,296.84",2005,もと施設,環境局 総務部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.552307&mpy=34.595768&gprj=3
もと長吉六反小学校,大阪市平野区長吉六反5-3-41,"5,907.77",1972,もと施設,教育委員会事務局総務部 施設整備課,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.585968&mpy=34.606529&gprj=3
もと平野青少年会館,大阪市平野区平野市町3-2-12,"2,565.39",1983,もと施設,教育委員会事務局生涯学習部 生涯学習担当,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.557297&mpy=34.626312&gprj=3
もと西喜連保育所,大阪市平野区喜連西1-14-2,547.17,1969,もと施設,ー こども青少年局 幼保施策部,23_hirano_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.54332&mpy=34.615757&gprj=3
学校運営支援センター,大阪市西成区天下茶屋1-16-5,1781.67,1997,教育・文化・スポーツ施設教育施設／その他教育施設,直営 教育委員会事務局 学校運営支援センター,24_nishinari_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.500214&mpy=34.641289&gprj=3
